ID BV_kg ID_Orig
160709 637.816649302 1365368
160807 972.94392794753 4165662
162386 929.73081068084 4180745
163547 1035.01432025128 3150780
163756 312.30943405529 3154083
164623 819.33851160503 1468749
165935 712.77224625694 4148155
166617 208.63990239173 4069765
166730 178.07436377548 1379569
167582 -76.78276943799 8413821
167856 806.13720208414 4129658
168262 967.24763642982 7836707
169364 594.40409825754 4157072
169994 -137.15149601392 8405234
170698 221.02348896115 2053906
172322 875.31925560532 1594131
172673 1336.4794037497 3105312
172743 381.48551986981 1382540
174000 621.89674629675 1341363
174145 613.52845630634 1458177
174393 -119.53473303623 4148483
174419 301.81493682816 5642929
175002 1324.13273846104 4190210
175302 325.69397908442 4094865
175452 952.81430747947 1364263
175926 876.21877703952 1447497
176332 473.56729780949 1248880
176865 1730.17925797071 1572553
177018 803.99903604576 2053574
177076 1105.67190126377 1484915
179184 437.66586570561 9369244
179315 370.79486817613 4164556
179693 784.59686746938 7837915
179971 733.15055595799 4119856
180135 297.66103199788 4168189
182778 535.21861435888 8217190
184200 746.58934510598 1417438
184986 708.91047083136 7858612
186827 166.64306230917 8612000
187115 242.75515729935 6931381
187939 249.81639954056 1286090
188038 833.60542750713 2060287
188143 330.00180432514 1529838
188882 575.50816150239 1470504
189103 -213.45673173674 7419764
189427 939.96710867198 1600191
189635 534.87856915709 3137245
189681 891.24171965681 4198023
190159 26.6076744193 1405766
190780 222.17087921411 1547014
191763 1903.29682522392 4098714
193454 640.0657506105 4157616
194320 -357.50840194815 1313833
194646 239.53294348426 9363845
195110 97.83279017137 8610016
195340 404.37424581154 1577072
195784 507.77247561705 7611997
195962 227.24721003064 1312071
196129 524.20067174199 4207820
196275 310.9136724327 7612988
197439 -512.22261619639 2048504
198550 295.19322857756 3889645
198581 538.47340210024 9367257
199102 228.53799908989 9728045
199486 -319.56780374522 8606822
199540 -431.82968590907 4139228
199892 625.33426607481 9364284
200172 524.54064602839 3166644
200469 1081.58779260329 1345980
202622 837.64192945918 7833615
203059 1346.8672144288 2042337
203829 748.94575393265 4198900
204266 292.1643067938 7815008
204690 202.24129997628 1434828
205973 936.09906174405 1499786
206695 826.48473343665 4206496
207272 250.06258508742 4152768
207838 -285.07269710201 1296544
208066 456.58439292062 7418558
208717 571.073650003 1345097
208839 579.97329233373 4162236
209353 385.44175268024 6929185
209755 -202.64227061659 9361639
210063 -357.75328152705 3129984
210070 897.79105086764 3118754
210107 1138.55889239073 1545698
211086 551.42102370628 4083185
211975 37.48628969823 4120508
212767 729.12439548278 4136472
213933 -33.30473129909 4191851
213988 529.8023968634 9711204
214485 -370.4225491134 4081973
214958 621.99150480305 1597005
216834 715.57097185153 1563866
218242 399.77444807303 4205502
220728 893.90295525904 1515534
221141 1159.98802986157 1438677
221340 -127.80967008058 7615527
222635 914.86108602823 9708674
223844 -106.53839626059 1347405
224034 697.14988503556 1412583
224551 292.98883826354 7812140
224706 1049.13506079101 7826783
224797 222.39949547132 1389242
224983 746.50326067628 2060167
225274 725.56221504976 1578181
225688 -225.68405219991 3163458
227596 487.722067666 1574108
228638 508.22715418929 4195150
228673 705.09531012441 3152449
228820 522.82449733004 1648975
228890 525.70901085724 1525445
229240 832.00911126014 9709997
230797 575.46123951758 1548456
232082 1072.22934366925 4165863
232329 266.09800511608 7413500
233546 799.64440830251 1583578
234036 911.44151418272 7415262
235567 832.10914186975 1396946
235752 923.96776328791 4077123
236409 1064.44050518835 2063577
236416 -410.22640914377 4197460
236455 -83.22765740544 6614295
237436 1210.01276632324 1341346
238327 -562.4890745229 7609366
239067 36.83494873485 6615065
239179 512.53846119686 7622578
239626 725.63891978349 1416102
239726 1027.21750906914 1528971
240304 624.3684141371 4140208
240789 -94.90304179605 4081966
241843 153.37524752698 4128317
242787 629.15301611854 5625295
243400 514.95615051737 1466636
243856 1026.60953735148 3136709
244162 906.66502082719 1641052
244876 970.97840340785 8245722
245091 699.18703068175 4113563
245227 134.13676126786 4083286
245772 577.25389359684 1414559
245782 734.84567687535 5643020
246023 862.07654322692 1510256
246411 598.93160698429 4172355
246802 251.39344091606 1364354
247373 1373.96474321905 1400466
247491 1428.49320306571 7420220
247508 487.23611484679 9706809
248283 449.36754930462 7834924
248377 694.72877294583 1478108
248385 885.13588682989 1591509
248958 79.73959837026 1382960
250699 863.32450055486 1564976
252091 569.90226521652 3164566
252186 758.43564551669 7838336
252818 952.47547426113 1341452
253111 677.35730804733 8416156
254030 608.42293484755 4112900
254110 307.68485639752 4094954
254738 707.77216901272 1351030
255204 834.24385687663 4095284
258289 383.25626052278 7845821
258744 238.98312986613 1489561
259941 624.01026088913 1518407
260982 379.52010985332 8316079
261128 472.11529257495 6937236
262853 189.83050640754 1563548
263264 385.29676903628 9360854
264275 927.69490647597 3141779
264716 1045.47164569361 4125118
265900 772.34232994328 1372386
267320 1122.26585867545 1546484
267965 -198.33732166003 1313483
268093 969.9220017346 4147467
268338 840.26473378147 8410435
269297 -171.44775303697 1344200
270098 1003.104446383 1554632
271834 344.41673275465 4091316
272147 -147.62397475387 4081297
272601 616.8883779574 7614770
272982 952.42776371153 4175871
275103 671.42968901425 1376237
275996 1094.04356326814 7815209
276040 992.72219792128 4157704
276806 230.50738392073 4128748
276997 1286.49995848249 1476756
277110 581.29452444028 1305003
277400 1069.84428232106 4164860
278065 421.23670156631 7834916
278421 719.11152304053 1504980
278498 1293.63682033591 3130773
278577 619.99939888965 4124784
279092 976.8509491132 7414063
279406 1508.4029801997 4117187
279607 247.55411897426 1391099
279696 711.18502198395 4163318
279742 650.39249625583 1509054
280279 186.91529714923 1465415
280433 829.20675581079 1520064
280647 787.9313917961 1517752
280769 596.92651842359 1553644
280964 834.65625588189 7862770
281289 689.50798009991 4144711
282383 236.46944498276 3117232
284077 -136.52032222143 4159023
284398 37.06983440971 2071271
285217 58.91770493229 6018817
286365 878.36271578111 1344856
287288 1102.21916368401 4127424
287743 488.22173615444 4074797
287842 906.9200636181 3126812
288014 819.20089236477 4183794
289084 263.54411943874 1382729
289903 1174.07662890757 4183243
290049 -95.64016866233 1424566
290950 319.50956655018 3106775
291234 467.7106944919 1394619
291416 1233.18212592274 1523480
291526 809.56294931014 4169150
291710 -176.71989769233 1358837
292536 462.47187074412 1391646
292550 551.72891129106 9714528
292704 619.05236950818 1298503
293012 957.01077458643 1581392
293252 521.40373515653 1335716
294958 868.16178232121 4145478
295365 14.41474936874 7424857
296255 306.33698141516 3142228
296746 223.1482221272 9104158
297148 1127.94395076751 4180929
299376 671.54731039492 1480654
299904 117.06733084568 1415205
300359 897.82443130604 1386139
300851 650.3155110107 1311052
300942 774.49273081507 1473887
302869 423.23574516024 1449775
303233 521.18109848618 7414620
304530 40.70772754483 7416492
305737 -200.50265820451 7825330
306040 929.58506297536 8120723
306176 73.57456632165 1493207
306369 464.81758928378 4090536
306837 310.88961025187 1428525
308037 288.476377797 3111734
308559 296.60477190002 2053869
309135 863.7642807881 4082388
309325 -594.60845943616 5613937
309829 307.75856570092 1433919
309865 1420.66814701511 3134745
311730 377.65970436094 1589214
311851 724.32774410733 1500475
312273 29.79497520669 6610201
313126 745.14767537311 4083598
313595 462.50967662098 1472122
314087 976.36033120878 7422550
314252 893.88903562722 4099672
314857 754.18835601168 1501797
315497 508.4608369836 7823786
315533 380.05457236565 2049243
316789 1173.3960186195 1418063
316930 544.0521740727 1302460
317354 81.68742851008 1414870
317606 454.80831156056 4229807
318459 237.84669617427 8309929
318561 1078.75457635033 1529873
318761 766.19903414185 4139196
319378 1009.51495215087 1586904
320242 476.13997439237 5004774
321210 347.23267252259 4100661
322931 401.17672686597 4194354
325059 718.07238818486 1487487
325175 771.83616871991 6929106
326607 179.67400821376 1381728
326944 402.26558582125 1320073
326980 483.3047577936 1482423
327116 371.03497960813 3126162
328708 515.73816199695 5023048
329126 1094.10315118873 1360038
329199 684.88881311117 1364552
330952 946.08072827549 1554208
333389 7.90177748504 5613380
333530 358.86914344332 1515234
333943 1251.34670058698 4122457
334780 238.73294479597 4166496
335014 1880.59791029003 2063000
335298 185.64886047425 3081024
335396 750.54840444282 5635289
335661 709.19965134086 4203819
335985 394.57614013843 1374459
336380 198.79356299672 4079408
337727 1173.81975729541 1433361
338316 -41.72611348289 1586799
338698 702.81407122503 1541769
338740 42.69186658179 3104696
338963 790.96921023178 9713990
339142 752.24152150372 7842166
340241 -126.37943965229 3088512
341500 593.33784684927 4132584
341785 1360.62313408857 4230351
342599 543.73546680421 1455049
342770 733.26617267378 1485510
343041 916.39253470474 7838862
343739 752.04889970702 1534614
343761 376.17285230473 3114386
343800 1182.53982456241 4204037
344354 105.3832351639 1382604
344765 155.3019289789 7846128
345008 977.63268282268 8120162
345250 627.96820933436 7873212
345581 542.71401217258 4218019
345682 380.10077772214 4210202
346471 227.8981072637 4095920
346530 767.09533592075 7407145
348095 965.56647922603 2055730
348535 351.84692885515 8218886
348952 470.9007235092 4211192
349620 871.37190649335 1415632
349899 1233.2461745599 1588894
350218 482.4324426219 4089203
350782 1404.36250786184 1568416
351286 277.34033236167 7418046
352569 319.21675693492 4070816
352662 279.77554206774 1471561
352736 935.69008337274 1464845
352768 -241.07607855342 4074229
352994 898.23748213092 1404291
353004 249.33558142154 1578986
353155 1191.21379923584 2052756
353502 986.85016198876 1553003
353566 690.12542385774 1434788
353963 702.44974366567 3133766
354411 377.07454889525 4116286
354762 -506.29943611111 7824436
354871 746.46955898719 4171445
354955 -33.52612484255 7821133
355037 622.61980575985 2046590
355537 1179.2318601593 2055728
356051 411.67358945471 1478137
356124 940.01977513175 1620714
356656 1002.6915023993 4116946
357552 829.62582420506 4075659
357945 97.10649628433 4080283
358775 1052.57638377984 2069049
358992 534.69387539804 1335368
360364 417.69516331681 4145020
360932 548.12700265096 5619428
363019 -2.41728193063 1555758
364237 635.0040205322 7409682
364814 719.1926779401 1509187
365062 211.77626742959 7873537
365960 1287.68642608714 4207334
366121 193.51026480073 4125421
366425 590.15027895957 7873977
366788 900.54072731274 1590550
368107 551.40662131154 4118154
368718 701.01102200738 1523721
369298 180.11642039337 8273280
369372 423.79580330545 9712677
369404 310.19078791382 3124632
372000 1202.04605707662 1504785
372114 998.09290718903 1301124
372191 513.79444972741 3081144
372435 630.96134236112 1347255
372575 298.38081708665 1339438
372582 1309.91686181131 1350668
373013 716.88397389801 1338447
373146 395.7565984268 1313785
375615 -253.90199901815 1513814
376011 1158.25118090825 4129492
376738 337.52422250938 4174632
376897 -461.3200375009 1302554
377446 169.93052961287 1418377
377553 -18.77205352208 1509851
377845 -749.96123413079 1242220
377957 576.48332900472 1308499
378685 1178.03303862 1572387
380163 402.35593543685 7812979
380891 956.79463559198 4184870
382701 259.76181143277 3161078
383441 -609.42021381535 8624058
383549 479.83987626075 4082368
384317 234.48537651468 4155583
385608 595.43033267444 1396135
386239 928.65715096751 5032501
386763 110.94115421909 6610181
387375 843.74085125955 1392171
391025 1213.8573651098 4099211
391548 863.00588054535 8412560
391995 1467.20337542081 1565014
392153 1309.26401989246 1460981
392542 711.86498897498 7851510
395591 255.81459049008 2065516
395827 234.46844292766 6921308
397219 508.04958621986 4163947
397988 735.14289726451 7826186
398000 183.50072443399 6609077
399061 -99.60125633425 1333926
401286 948.17049702754 2059349
401962 635.16935296228 1369597
403509 900.64439632102 4210737
403790 529.57178569335 1336457
405561 615.58175107282 4112529
405970 714.45963238898 4180019
406377 500.66161198838 4128493
406791 -222.1160323393 3083135
406793 1230.72621547807 1422663
407572 324.2796740921 8218021
407873 129.48889732543 6937936
408015 -63.39165738512 4171651
408139 1124.49273747191 1373669
408233 718.5100178149 1395028
408326 164.05203995777 5022256
408966 1226.00137173986 1452499
409021 1381.9517992936 1565569
409094 282.81365823994 4184312
409543 -307.24073992211 5060790
410513 -378.10556668632 2017904
410732 2045.72968843082 801457
412036 -118.16410376549 601236
412717 249.35105829401 4055509
413325 5.89930371856 7411073
414848 -320.78063644599 5002279
415056 761.43419864571 5004507
415545 -60.534203027 5004353
416631 -275.03989170856 6009290
417169 32.07826326614 6020419
417420 -533.62856048986 7803164
417689 900.56485092242 6026148
418640 38.00038240727 6016046
420197 220.00301250903 5610905
421562 -180.79490889838 5619090
422080 -353.1334517682 5617000
422464 274.17829573567 5638692
423382 -607.47787089369 8404291
423830 123.64172335411 8404202
424406 -131.40966333632 8407084
424770 584.25845414587 8409836
425668 -299.75553680845 2026662
428010 -35.20783510101 3095252
429371 -104.6736589374 3053675
429483 384.24979420897 3050628
429767 164.0742849457 3060273
429908 -138.37732044583 3033739
430381 409.27671005197 3070289
432839 79.13206413278 3014424
434149 -279.31041440926 1219369
434263 176.31173697405 1219384
435263 127.6114037371 2038158
435480 -30.487177913 3101598
435843 -228.41496475249 3072685
437866 -69.81214426641 3095045
439486 781.5242356012 2050270
440498 558.01834691679 4035786
441432 -162.61067612321 4060459
443036 249.17686440123 4063570
443104 193.72756953045 4055885
444619 130.75175456455 4081223
445383 125.70140947373 4152538
445627 105.07135370525 4048058
445796 -495.76887182094 4037017
446730 755.54323233314 4070382
447703 283.16106766829 4056996
447792 -29.36226973385 4043831
448162 518.40238708814 1273443
448508 120.58265925023 4047494
449096 -445.9236691082 4071931
449389 235.14034859127 4072067
450029 136.41182759698 4086755
451398 -299.93222989658 4056754
454622 -327.95206509409 4053294
456180 88.41875995483 4093358
456243 -250.91090859648 4176376
458274 363.4811559329 4106687
458922 544.64330047478 4106969
459297 -77.18088372621 4105861
459731 225.96031994904 4108620
461130 857.17735029674 8118841
463564 18.44550303652 1241621
464098 -10.06481859019 8603663
464535 -84.13609240752 8601205
464933 483.23493480564 8605563
465289 92.77864341419 8614376
465817 660.55148987613 8617369
466763 146.5512292917 7609488
467238 258.85815207969 7622194
467519 382.68641454617 8310385
467779 280.37740295858 8307834
468828 809.95595425845 1269130
468993 1233.44129483107 1373488
470157 -217.14744474609 1221517
470710 365.33285165267 1221601
470717 695.01911844921 1253072
471234 358.46717758628 1335121
471818 762.24982965058 1256421
472095 211.18732963813 1199018
472100 -41.40965338512 1256149
473525 1210.55363081441 1467875
473583 145.04455895573 1219329
474337 -114.9598585084 1230966
475803 -557.65766732588 1315302
477097 171.63623717795 1395919
477985 -336.64806321984 1316174
478886 -160.49378615275 1213012
479155 399.39283299897 1244983
480184 -19.23326175603 1330504
480332 45.85088029552 1149886
480938 540.9470427376 1234721
481098 1007.2131630291 1454704
481617 1130.77133449236 801118
481960 317.97304199781 1325797
483447 -331.85131829487 1275087
483977 201.47454326191 1243927
484007 362.28941329155 1243811
484547 396.67866371418 1168323
484669 -0.330450823299999 1230554
485002 1140.61354466644 1274534
485528 -64.00599099216 1249959
485610 -216.33660925691 1143521
485651 -361.88764061652 1222903
485976 601.83735028525 1255703
487585 697.61563995212 1420723
488028 -3.8615166473 1370375
488267 637.11689960795 1274077
488397 178.87243074104 1294907
491557 524.50740608289 1236426
491833 144.70573082689 1253590
493248 726.77005722078 1411720
493262 324.1698270049 1384385
494174 -176.90583472212 1194223
494293 283.81968108908 1228082
495420 89.22507450226 1235611
496564 472.55057621053 1383866
496709 393.92178451662 1330164
497836 478.56100334377 1273940
498423 79.38044315395 1249080
498753 -185.32146999957 1245459
500097 -249.02404184458 1322370
500910 124.22928817402 1340822
501618 79.32610616537 1351868
502235 159.41185004763 1493065
502929 -55.91987793411 1388724
504063 136.20946119319 1425746
504553 767.28211406269 1354963
506721 934.32785206751 1539636
507025 264.54063118687 1539869
508665 -80.44178761614 2040429
509694 -254.86660532894 1088114
510441 -99.67097594845 9356710
510631 168.07098908727 9353151
510746 -318.9431425297 9358429
511985 -150.12196592577 2040708
513078 541.57786595083 9115553
513380 156.89724083319 2021620
514205 411.70642165398 2038781
514529 741.56279039032 2028937
514916 771.94434681818 1258124
515002 481.55160004475 7838723
515637 -291.55089196987 7804315
517031 -57.80077163478 1270684
517920 443.91894786704 7812149
518448 277.73118925691 7814247
519226 152.85628606856 7836187
519849 82.25190905692 1294401
521767 -64.52527150012 7839247
521781 305.8393024533 7839278
525907 526.20849058894 80921917
526229 -752.10536789676 3033348
526303 590.79927481114 3069987
526329 -44.7063297045 3075954
526683 -41.88933066395 2019010
527193 441.77458002591 1205126
527686 877.24581298217 1533000
528150 -600.66089386403 1257414
528804 374.77996287589 2033134
529263 34.66997184229 1239703
529538 -67.54455172773 1240074
529635 -419.10555334963 1191611
529991 -601.65445998651 2019195
531127 -265.13036964219 1261572
531421 431.13293270025 1376379
532082 363.62852786465 1359288
532722 140.23084211185 1205845
533992 -120.55911206398 1337163
534231 653.79817991516 1277478
534389 1042.38751858797 3089635
536818 -12.53049859259 1496493
537079 467.22037002629 9705471
537093 649.63555393575 1454791
538329 89.78421737073 6020589
538660 -116.91575963396 5303979
538935 -597.3721908981 1080644
539205 -196.47454139753 5001464
539420 -27.40180809474 5002490
540379 103.42298349967 6010646
540421 -227.50034283593 6007229
541967 74.33703245572 5610870
542185 161.9814370686 1168699
542628 433.11393273803 5611218
542832 -24.8391111749 5609270
543210 106.64914609917 1236460
543739 12.50067984921 8402475
543802 33.08283456664 8409707
546263 112.81965806978 3004780
546272 -452.39587833567 3015441
546678 -18.2165689019 3039497
546987 131.97350299645 3030402
549212 116.13818791147 3022698
549292 -164.51958247422 3015930
550093 363.82689077042 3067897
550880 -152.09809406394 2027691
551112 70.70595611416 3038644
552677 226.50526987067 4028344
553445 -226.74426038873 4009288
554141 176.66274171284 4032410
555085 -133.40029548005 4004251
555596 -189.73685574911 4042634
557729 68.07519464019 4019204
558312 184.86328017589 4056729
558459 -282.12364638425 4036144
558620 -61.99674276427 4046845
559537 -201.29343411934 4081013
560507 10.96220917683 4104369
560936 -264.51587644723 4105762
561000 266.63622960916 4105452
563375 290.54219322952 8602360
563605 -242.17733016532 1087832
565430 -230.57286718816 2003062
567902 -366.51540414808 1204271
568486 -3.53776721538 1191425
568603 -65.4486020024 1203147
569357 -289.85079658722 1950599
570350 -300.44593725178 1314632
570387 -425.99514140923 1314724
573460 -148.58616774418 1153807
573825 -167.74910552781 124576
573880 -72.53940541546 1150392
574629 42.35324229512 1183726
576075 -21.7080143909 1142110
576606 -249.14287336125 1189458
576833 -200.23483084448 1151193
577290 -84.47440969749 1222963
578523 -393.04951102835 1156118
578690 81.9005182854 1196749
579578 -59.22385544533 1161788
579667 -145.43500406521 1202302
580407 -179.72124911887 1231794
582147 44.61630952085 1202862
583537 1.14436880564 1209956
584352 326.11493084504 3068974
584585 -29.24472745924 1241536
585806 362.72978419648 1213365
587222 9.02700950847 2034424
587355 -66.58713083315 2024680
587461 379.93086753482 5306393
590233 263.89497224279 2038871
590601 -84.42229953467 7801953
591670 17.91437435358 1140100
592825 1.34371377538 7818384
592981 74.81542226729 7826219
595519 322.9316597595 1379989
596191 -150.49905124502 2013393
596364 81.48219981537 1008200
596404 -463.94907918887 1146369
597501 -18.74812569334 1216653
598260 -18.7018105486 1302188
598904 208.50783711049 1229935
599871 398.66327716933 1349747
600201 -4.03639598569 1454435
600371 33.7667800542 80919927
601141 6.59462409018 602805
601187 107.37147957343 80900140
601346 305.65011317132 80916962
601490 -79.26656216588 80915346
602310 439.56913861553 540009
602345 258.49048628665 80916809
602689 30.76726174666 80919705
603779 1.98335773783 5300298
603866 76.98965281585 5301160
604290 -36.49619841721 1046200
604335 41.0107816762 1017310
605525 -12.16599321874 6600749
605825 -18.75425769502 8502545
605911 50.15258925063 5603404
606153 138.17408263155 5602203
609385 -22.86769834813 3002736
610015 -12.59492210232 3008949
611043 42.38952939646 3030132
611294 16.40555849836 3011790
611427 -17.43493842823 2013050
611800 6.77221893792 4006821
614574 -57.5927411112 4005549
615686 89.53304877507 1080477
615833 28.48210969311 1067499
616835 31.52428710406 2009373
617155 32.75692071214 1064525
617627 -9.7332799883 7601491
618729 44.16301309933 1110473
619229 31.78269938378 1135756
619553 45.6305682326 1036366
619667 36.76585441375 1117603
622098 143.29301016689 1118153
622443 26.41400165731 1314563
623284 -39.43724232172 1122030
623388 34.39260923048 1193491
625281 2.51306805006 1116134
626281 0.873110500900001 1126230
626511 -38.29331354306 1126056
