ID BV_kg ID_Orig
626542 52.33147335848 1127458
627079 -69.50811548551 1075577
627613 -93.36540381453 1152859
628388 -18.60151951156 1029307
628899 -41.87739709733 1186220
629004 -4.93169138561 1188713
630042 -30.81167606068 1238651
630326 19.29558897418 1200425
632363 -10.82743122817 9351114
632460 43.40387044043 9352979
632863 19.60168609868 2009938
633813 -31.26262724485 7806374
634215 11.58542835993 1073302
634661 5.82152136653 7802828
634907 186.76989346295 1013355
635176 -86.38259391243 1061543
635485 117.93484184559 1160307
635540 1.30875932486 1160696
635982 4.66312514844 1220637
636251 39.12419349439 1122302
637187 6.63507307803 1290626
637649 52.57689612519 1361034
638283 -9.77809990728 80916797
638615 9.21006149951 80920647
